czy_stwierdzenie,tekst
0,"@micheleszurstor @Majkel_Majkel90 Moja znajoma 50+ została zaszczepiona AZ. Żadnych dolegliwości poszło ok.
"
0,"@LadyM30_ Moja babcia (80lat) zaszczepiona wczoraj. Dziś zero NOP. Nawet bólu ręki. Zdrowa jak ryba. Loteria.
"
1,"@BogusQR Prawda jest taka, że osoba zaszczepiona ma obniżoną odporność i to dłużej niż 2-3 tygodnie.  To w nas siedzi, podobnie przechorowany. Jak ktoś chce sobie załapać zapalenie płuc....no to niech zacznie wychodzić wszędzie i do wszystkich.
"
0,"""@tatagrapl @wulgarny_gracz @Pecet0wiec Niezależnie od producenta, skuteczność po pierwszej dawce nawet jeśli nie jest niska, to pozostaje nieoptymalna.

Oczywiście ta pani faktycznie mogła nie być zaszczepiona w ogóle, chociaż z opisu @wulgarny_gracz można przypuszczać, że była raczej osobą przezorną.""
"
0,"@micheleszurstor Nie bój żaby,moja mama jest nią zaszczepiona i jest ok,znajoma nauczycielka również
"
0,"@Andrew580880550 @spring19661 @barbaraanowacka @szczepimysie A kto odpowiada za zamkniecie szpitali na inne choroby i wolne szczepienia przy milionach dawek w magazynach? Kto stworzył gówniany Narodowy Program Szczepień?
"
0,"@TomaszLaszcz @EustachyMotyka2 @szczepimysie @JacekJaworskiGd Szkoda słów. Mają harmonogramy, nic nie mogą zrobić a potem czytasz o Rzeszowie, że musieli szczepić z łapanki. Ale przecież wszystko kontrolują.
"
0,"@podkarpatka No, moja zaszczepiona koleżanka dzisiaj dostała dodatni COVID. Fajnie.
"
1,"Minister zdrowia: zaszczepię się preparatem AstraZeneca, jak będzie taka okazja https://t.co/3K54nhBo8v https://t.co/FX1gZr0fVL
"
0,"@filiptepper Ja dziś pierwszy raz zastanawiałem się, czy nie wrócic do takich z niami tygodnia, ale po chwili przemyślenia… zanim się zaszczepie to nie ma końca 😅
"
0,"Minister zdrowia: zaszczepię się preparatem AstraZeneca, jak będzie taka okazja🤣🤣🤣 Do androida to lepiej będzie pasował olej silnikowy 😂😂😂 a do tego modelu zalecamy dać wariant do diesla... https://t.co/mbyxlS8vad
"
0,"""@Rozmowa_RMF @a_niedzielski @RMF24pl Zaszczepieni? Ciekawe, bo ci co teraz przyjmują pierwszą dawkę drugą mają na koniec czerwca więc jakim cudem? Ja pierwszą mam na maja więc już wiem, że drugą dostanę w lipcu czyli ja, a jestem chętny(!), do końca czerwca nie zaszczepię się więc proszę nie kłamać!

@szczepimysie""
"
0,"no to w domu zaszczepiona na zajoba. odruch stadny.
"
0,"""@Janusz01130194 @PiS_WarmiaMazur @PiotrZiba11 w domu ,w domu  .logiczne   I dziękuje że w szpitalu nie wylądowałem bo miałbym  na paluchu kartkę i byłbym już zafoliowany .
Dziś mam komfort, bo jestem po chorobie  a nie przed  .
 Ja się nie zaszczepię .""
"
0,"""Mama kolegi miała mieć operacje serca i powiedzieli jej, że dadzą nowy termin operacji jak dostarczy zaświadczenie o szczepieniu. 
Ona nie chce się szczepić i co ma zrobić? Dobrowolne szczepienia, tak? Ehe...""
"
0,"@tvn24 Problemem jest że są szczepionki a ludzie nie chcą się szczepić na kwiecień 900tyś odmowień, to trzeba podnieść strach i ludzie biegiem pójdą się szczepić media im w tym pomogą...
"
0,"Jestem zwolennikiem szczepień, dają one szansę, że wyjdziemy z kryzysu. Jestem zaniepokojony, że duża część Polek i Polaków nie planuje się szczepić. Chciałbym, abyśmy zastanowili się jak przekonać grupę negatywnie nastawioną do szczepionek. - 🎙️@KGawkowski  w @RadiowaTrojka
"
0,"@PremierRP @MorawieckiM Wy to kurwa...macie marzenia WSTYD PRZYNISICIE POLSCE NIE ZASZCZEPIE SIE BO CHCE 30TKI DOZYC🤣🤣😅
"
1,"@Stysz @Grzegorz_Red @ICM_UW @niedakh Ja się chętnie zaszczepię. Stawiam, że samych przechrowań jest mniej niż 25%. Ponadto sporo ludzi wokół choruje ponownie.
"
0,"@Wieslaw82355928 Oj tam,ja zaszczepię Sputnikiem i będę kontrolować Perseverance.😜
"
0,"@OrzechTwardy @finicestfini Nie przypomnę sobie teraz. Nie wiem czy to pandemia czy wiek czy stres czy depresja czy  wszysko na raz ale mam potwornie zaburzoną pamięć. Ale zacznę się tym martwić dopiero po tym jak się zaszczepię. Teraz jestem w trybie przetrwania.
"
0,"""ZASZCZEPIĘ SIĘ!
Bimbrem choćby i nawet!
Przekonało mnie coś, że to zupełnie nieszkodliwe jest...
—
😜""
"
0,"@poprawnym2 Jakiego?
"
0,"""@GrazynaSzczesna @PiotrStrzembosz @1e0efe15b84e479 @MariuszGierej @7awbreaker @szymbor A czy jeśli się nie zaszczepię, to mogę lecieć do Izraela? Wszakże szczepionki są '""dobrowolne'"".""
"
0,"""Prince Philip dies aged 99 

https://t.co/t1KJE5lN4F""
"
0,"@K_Stanowski Ja tez sie zaszczepie 💪💪
"
0,"@BettyElaWhite Wlasnie mnie znajomy antyszczepionkowiec pyta czy dziecko zaszczepie bo od wrzesnia mają iść tylko zaszczepione...
"
0,"@PiotrKaczyk @MZ_GOV_PL Nigdy nie zdarzyło mi się obrazić kogoś w sieci... ale serio, jaki trzeba mieć brain tumor, żeby wypisywać takie brednie? Podobnie jak wielu obywateli comiesięcznie zasilam służbę zdrowia, ale leczę się wyłącznie prywatnie - ergo jak się nie zaszczepię to mam jeszcze dopłacać?
"
0,"""Jak tak dalej pójdzie, to prędzej się zaszczepię, niż odblokuję iPhone’a zegarkiem
https://t.co/lGsZ7EsgaK #spidersweb""
"
0,"zaszczepię się i wyjeżdżam z Szanghaju https://t.co/OCp4Oe3cpf przez @YouTube
"
0,"@RynkowskiAdam A kto zaniechał? Kto zlikwidował szpitale? Sama nie idę na operację dopóki się nie zaszczepię. Wielu ludzi tak robi. A u nas w szpitalu onkologicznym wszystkie łóżka zajęte pacjentami z nowotworami.
"
1,"@K_Stanowski Dopóki nie było internetu, człowiek nie wiedział jak wielu pojebów spod jest na świecie, a jest to liczba ogromna. Zdrowia Stano! Gdy tylko będę miał okazję, także się zaszczepię. Jebać antyszczepionkowców w oko, bo w dupę, to będzie dla nich za duża przyjemność.
"
1,"Dowiedziałam się, że w mojej przychodni mogłabym mieć szczepienie od ręki. Ale nie, nie mogę. Durne prawo. Jeśli ludzie nie chcą - ich problem. Ja chętnie się zaszczepię. Mojego syna (21 l.) też. Przed potrzebującego nie wejdę. Ale zmarnować nie dam. #poznaniak #szczepimysie
"
0,"No to bardzo szlachetnie. Ale zaraz zaraz czy wy przypadkiem nie judzicie głupim Julkom aborcje na życzenie a głupim gojom eugeniczną eksperymentalną terapię genową błędnie zwaną szczepionką? Czy wasze żydowtwo różnicie się dziś od tych ssmanów?
"
0,"""Juz wszystkie szczepionki zostaly zarezerwowane. Ludzie chca sie szczepic.
Rozmrożone dawki szczepionki w krakowskim szpitalu. '""Żadna dawka nie będzie zmarnowana'"" https://t.co/fOyPtiJKhl""
"
0,"@Ryszard39144183 Kim ty jesteś aby za mnie decydować czy się zaszczepię czy nie? No właśnie
"
0,"Jak się w końcu zaszczepię, to też będę dzwonił ze stacjonarnego bez kabla.
"
0,"Jak się już zaszczepię, to wyliżę wszystkie klamki na klatce schodowej, narobię sąsiadowi na wycieraczkę, pójdę do klubu, upiję się i poznam jakąś p0lkę witaminkę, z którą będę żył długo i szczęśliwie śmiejąc się z was, beta orbiterów.
"
0,"@Mark001001 Większość ludzi tego nie widzi. Ja nie noszę maseczki, nie zaszczepię się i nie bawię się w DDM. A na wakacje i tak wyjadę bez zgody Pana ministra.
"
0,"@ma_jasinska @MaaPera4 Argument z mojej rodziny. Zaszczepię się, bo na wakacje nie polecę 🤦‍♀️🤦‍♀️.
"
0,"""W jednej stacji mowio, że '""żeby się zaszczepić trzeba być zdrowym w dniu szczepienia.'"" To jak ktoś ma nadciśnienie albo RZS to może się szczepić czy nie? Bo w dniu szczepienia nie jest zdrowy.""
"
0,"@MiroslawSuchon @BielskoBialaPL @RedakcjaSN @bielsko_info @pless_pl @GazetaBeskidzka @RadioBielsko Jak by ludzie chcieli sie szczepic to by sie szczepili, widocznie nie chcą. Skonczcie ten cyrk .  Czas wrucic do normalnosci.  Rząd powinien zadbac o nasz prawa i suwerennosc nie nasze zdrowie. W tym momencie wiekszosc Polakow jest przeciw restrykcjią a rząd udaje ze nie slyszy.
"
1,""".@GCessak: Ogólne korzyści ze szczepionki #AstraZeneca w zapobieganiu #COVID19 przeważają nad ryzykiem skutków ubocznych

https://t.co/kpFgBpcrPP""
"
0,"""A Ja ze spokojem się zaszczepię jak tylko Moja kolej nadejdzie. A póki co  to i tak siedzę w domu na zwolnieniu lekarskim i piekielnie się nudzę bo mam zakaz jakiejkolwiek cięższej pracy...
A na pewno biegać nie będę...
😂""
"
0,"@PetrosTovmasyan A gdzie są szczepionki, chętnie sie zaszczepie, Panie mądralo.
"
0,"Dokładnie ja tez tym się nie zaszczepię
"
1,"@DorkaZBogdanca Przechorowałam. Long covid zaliczony. Zaszczepię się bo nie chce powtórki.  Ale panikuje czy teraz astra czy czekać na coś innego. Tłumaczę sama sobie statystyki ale i tak we łbie coś siedzi . Ehhh mam dobę na decyzję.  Prześpię się z tym
"
0,"https://t.co/NzlAXC9Noa
"
0,"Szczepienia idą tak szybko, że nie ma kiedy strzykawki zmienić.
"
0,"""@Bartek92898106 Już Ci pisałem. Mam zaufanie do lekarzy. A mojego docenta-nefrologa w szczególności. Jak on mi mówi, żeby się szczepić, to nie mam wątpliwości.
Wiesz dlaczego?
Bo jest wyśmienitym specjalistą i krystalicznie uczciwym i dobrym człowiekiem.""
"
0,"@k_pyrc @EMA_News Tylko nadal brakuje konkretnych badań, danych. Jestem za szczepieniami ale cały czas czytam komunikaty coś dementujące. Dla mnie osobiście nic nie wnoszą. Stwierdzona trombofilia, niewydolność żył głębokich, przez ostatnie 10 lat trzy epizody zakrzepicy. Szczepić az?
"
0,"@BatugWojciech @KWyszkowski Może to jest  szczepionka homeopatyczna?? Trzeba wstrząsać przed użyciem! 😉
"
0,"@EwaLTylkoPytam Nic nie wstrzymywac. Wlasnie w tiwi slyszalem, ze ryzyko smierci jest male i nie ma co pierniczyc tylko trza sie szczepic. A jak kto ma pecha to trudno.
"
1,"""Posłowie chcą dla siebie podwyżek pensji. „5,5 tys. zł na rękę to jest żenująco m"
1,"Macron: Szczepionka AstraZeneca rekomendowana dla osób powyżej 55. roku życia https://t.co/tBOznlhg9g
"
0,"@Cassandra_Ilion @Teresa12369786 @Feniks82948212 No właśnie ma i dlatego szczepienia p/Covid-19 są bezpłatne 🤣🤣🤣🤣🤣
"
1,"@RikardoWitek Właśnie. Mutuje, ciągle jest szczepionka krok za nim a coroczne szczepienie to nie jest dobry pomysł.
"
0,"@Aga60063198 @Jacek82268005 Proszę nie kłamać! Wstyd dla Pani! Nie dostajemy wyższego wynagrodzenia za szczepienia. Wykonywałam szczepienia po 5h pracy w SOR z pacjentami chorymi na różne choroby. Proszę usunąć ten kłamliwy wpis.
"
0,"@KasiaSZ49298167 Właśnie widzę 🤦🏼‍♀️. Smutne, ale w rzeczywistym świecie rodzice dzieci, lub dorośli, mają po prostu wątpliwości, które merytoryczną rozmową można wyjaśnić. Wiele razy tak robiłam. Nie zawsze skutecznie - szczepienia są obowiązkiem (u dzieci), ale nie ma przymusu.
"
0,"@zaurocza Do it girl!!! Ja tez będę się szczepic niebawem
"
1,"A więc już wiadomo. #EMA o #AstraZeneca (czyli o szczepionce #Vaxzevria): zakrzepy to rzadki skutek uboczny, można szczepić! Ale zwracać uwagę na objawy po szczepieniu: duszność, ból w klatce, obrzęk nóg, uporczywe bóle brzucha, głowy, niewyraźne widzenie.
"
0,"""@MartaHabior I to jest jakaś wiadomość. Pacjenci wiedzą o jakimś niewielkim ryzyku i mogą decydować czy chcą się szczepić AZ czy nie..
Ja się zaszczepię. 
https://t.co/ExcJC61FLi""
"
0,"Ponad 2900 policjantów garnizonu stołecznego zostało już zaszczepionych przeciwko COVID-19. Szczepienia służb mundurowych, które koordynuje @Policja_KSP , rozpoczęto 24 marca 2021r. Wykonują je przeszkoleni w zakresie szczepień ratownicy Zespołu Medycznego OPP w Warszawie. https://t.co/xHJttdIrO6
"
0,"Eureka!!! Dopiero teraz dostrzegli w czym rzecz? Mutuje fakt czas ale co? Cały czas chcecie szczepić? 😱😱😱😱
"
1,"""Wczoraj zaszczepiono rekordowe 250 tys. osób jednego dnia. Szacujemy, że do końca czerwca będzie zaszczepionych 20 mln osób - prezydent @AndrzejDuda 
#KoronawirusWPolsce 
https://t.co/DiSZr2kfY1""
"
1,"2/3 mieszkańców Łotwy chce się zaszczepić przeciw COVID-19 - wynika z badania @Interactive_LV w marcu. Udział chętnych wzrósł w porównaniu z grudniem (42 proc.). 25 proc. badanych nie chce poddać się szczepieniu. https://t.co/SRZNyuoxDT
"
0,"@Pekao_Analizy A bedzie wielkie szczepienie? Bo jesli chce sie zaszczepic 50proc a prog odpornosci zbiorowej jest 75proc to czarno widzę jesień
"
0,"""@Cassandra_Ilion @Teresa12369786 @Feniks82948212 Może się Pani nie szczepić i przyczynić do czyjejś choroby i śmierci (nawet swojej).Pani wybór. 
Tylko niech Pani nie mówi, że to dlatego bo za szczepienie trzeba zapłacić i zabraknie np. na jedzenie lub lekarstwo dla Pani dzieci. 🤫""
"
0,"@plangier Skoro jest tak dobrze, to tym bardziej nie rozumiem dlaczego chca szczepic trzecia dawka🤷
"
0,"@K_Stanowski A kupkę dzisiaj zrobiłeś? Napisz nam co jadłeś dzisiaj. Pokaż nam strzykawkę którą dostałeś.Jaka to była szczepionka? Cholera czy febra czy coś  innego bo podróżujesz ostatnio.
"
0,"@KapenGenezyp @fandango_grimm 3 dni wcześniej zapisując się dzięki „błędowi systemu” już wiedział, że gdyby się nie zapisał na pewno ta szczepionka zmarnowałaby się.
"
0,"@PBasiukiewicz Pytam się grzecznie czy zgadza się Pan ze swoim uwielbianym doktorem Martynką, że szczepionka może ingerować w geny? :)
"
0,"""Mam nadzieję, że do czasu mojego terminu, szczepienia będą też wykonywać weterynarze. 
Mam zaufanego, będę bezpieczna.

https://t.co/PGOBFLC3Ik""
"
0,"Wydaje mi się, że Polsce bardziej potrzebna jest szczepionka na nienawiść niż na covid. Za pandemię płacimy wysoką cenę, ale to nienawiść może nas zgubić jako naród. #Pawłowicz
"
1,"@Krzyszt37095538 @MZ_GOV_PL Jeżeli wierzysz w artykuły STOP NOP i że szczepionka cię zabije to może powinieneś potraktować to jako szansę.
"
1,"""Ruszają pilotaże punktów szczepień powszechnych i drive-thru.
https://t.co/D1xSUTLxwW
#drivethru #punkty #szczepienia #szczepionka #COVID19 #koronawirus #koronawiruspolska""
"
0,"@JachiraKlaudia Klaudynko jak się nie zrozumiało o czym pisała Pani prof Pawłowicz wypadałoby się nie odzywać niż pisać kocopoły. Tobie by się przydała szczepionka na głupotę.
"
1,"@leone1104 @PBasiukiewicz @_zboral @AWgovPL Szczepionka bez trzeciej fazy badań stosowana na masową skalę, bez żadnej odpowiedzialności ze strony producenta - to jest po prostu eksperyment medyczny na ludziach. Basiukiewicz pisze o szczepieniach osób z grupy największego ryzyka, 60+ z chorobami tow., nie wszystkich.
"
0,"""Mam nadzieję, że ten komunikat całkowicie Państwa uspokoił.
#AstraZeneca https://t.co/VR8JcIVEGW""
"
1,"Szczepienia populacyjne przed nami, ze studentami i felczerami. Autem podjedziesz pod punkt drive-thru i bez badania w ramię sru. Chcą nawet w metrze szczepić, by szybciej certyfikat wlepić. W TV rację mają, choć badania trwają. Szczepionka jest konieczna, skuteczna i bezpieczna.
"
0,"Skoro nie jest tak źle żeby spuścić to w kiblu to może usankcjonujemy prawnie wybór szczepionki skoro faktycznie on istnieje po telefonie na 989. Dzisiaj dzwoniłem i konsultant mi mówił termin i jaka szczepionka. XD
"
1,"""Shared with permission, Dr Mike Yeadon:
1/ PRESS RELEASE - FOR IMMEDIATE RELEASE
Doctors and Scientists Accuse Medical Regulator of Downplaying COVID-19 Vaccine Dangers
The European Medicines Agency is misleading citizens into medical experimentation, experts warn
April 7th, 2021""
"
0,"@innymislowy dzięki wielkie🥰 babcia mega panikowała przed tą szczepionką, bo się naczytała jakiś gównianych artykułów i naprawdę był mega problem by ją przekonać
"
0,"@MWioski nie wiem, ale lek starszy niż szczepionka...
"
0,"""@Pawe58932974 @PolsatNewsPL Kiedy i gdzie ktokolwiek mówił, że szczepionka, czy jakiś lek jest 100% bezpieczny?
1 przypadek na milion już wyklucza 100% bezpieczeństwo. Tylko czego dowodzi ten 1 przypadek?""
"
1,"""Europejska Agencja Leków: Szczepionka AstraZeneka działa i jest bezpieczna.

Po raz kolejnyta sama opinia. Dalej się zastanawiacie? Dalej węszycie podstępu? Tylko nie zdziwcie się, jak Wam ktoś wskoczy w termin i ją weźmie za Was.

#SzczepimySię""
"
1,"""Emer Cooke, EMA''s Exec. Director: '""The #PRAC, after an in-depth analysis, has concluded that the reported cases of unusual blood clots following vaccination with AstraZeneca #COVID19vaccine should be listed as possible side effects of the vaccine.”""
"
1,"@kuglefiskPL @ReniSkoczek Nie wiem, stawiasz wlasne tezy i je obalasz, nie mam zamiaru bronić tego co powiedziala Pomaska, choc sie z nią zgadzam, mize napisz do niej i to przedyskutuj, gdyby Francja zdazyla ze swoja szczepionka mielibysmy jej wiecej, a musielibyśmy zapłacić Pfizerowi kare
"
0,"Mówimy że nie potykamy się o trupy na ulicach. A co z ludźmi w maskach? Przecież to są trupy bez osobowości.
"
0,"""Pełna informację o działaniach gminy #Pszczyna w celu zwiększenia liczby dawek szczepionki, a także informacyjnym wsparciu programu szczepień została opublikowana na stronie Urzędu Miejskiego w Pszczynie: https://t.co/7EM1OJ2APq

#COVID #COVIDー19 #Covid_19 #Szczepienia""
"
0,"""@Zbina11 Ja tam dalej poprawnie mówię: zaraza #CCPvirus 😎
A pisząc powyższego TT zastanawiałem sie jak Polacy oceniają: czy dziś jest lepiej jak rok temu czy gorzej. Bo u mnie w robocie gadają tak jak ja to oceniam, że ogólnie gorzej... choć przecież szczepienia jakoś idą.""
"
1,"@szczepimysie @wolne_media_pl Musicie się w końcu pogodzić z tym, że na TT zaklinanie rzeczywistości nie działa. Każdy wie, że nie dacie zgody na uruchomienie tych punktów żeby później dworczyk mogł krzyczec w TVP że szczepienia w Warszawie idą za wolno, wina czaskoskiego. Gracie zdrowiem i życiem Polaków.
"
1,"""@EmiliaM72373551 @kosik_md @katarynaaa A co innego ma mówić? Tylko pracownicy mogą odpowiedzieć jeżeli nie boją się utraty pracy. Wcześniej mówił, że w 100 tys szczepień '""zaoszczędził'"" 10 tys. Czyli mieszał resztki z różnych ampułek? Nie skomentował też dyspozycje szczepienia do krwiobiegu. https://t.co/3HGuXfnMEW https://t.co/kWabAu8Am8""
"
