,title,verdict,short_justification
1399,"Czy przypuszczenie, że koronawirus może się rozprzestrzeniać drogą powietrzną to podkładka pod drugą falę ""plandemii""?",Fake News,"Nie, założenie, że koronawirus może się rozprzestrzeniać drogą powietrzną to nie „podkładka"", ale nowe stanowisko Światowej Organizacji Zdrowia (WHO) podyktowane badaniami naukowymi. WHO nie przesądza..."
1400,"Czy przed południem w dniu wyborów było wiadomo, że nastąpiła lawina zakażeń?",Fake News,"Przed południem w niedzielę 12 lipca wiadomo było o 370 nowych potwierdzonych przypadkach. Określenie „lawina zakażeń"" wskazywałoby na nagły, wysoki przyrost liczby zakażonych. Z takim mieliśmy w Pols..."
1401,Czy testy na koronawirusa to oszustwo?,Fake News,"To fake news. W zgłoszonym filmie Jerzy Zięba stara się udowodnić, że stosowane na świecie testy PCR wykrywające koronawirusa SARS-CoV-2 są mało wiarygodne. Posługuje się przy tym wyrwanymi z kontekst..."
1402,Czy na Białorusi grożą kary za noszenie maseczki?,Fake News,"Nieprawdą jest, że na Białorusi grożą kary za noszenie maseczek. Władze zalecają ich stosowanie.. Zgłoszony artykuł został opublikowany w kwietniu 2020. Białoruski minister zdrowia Władimir Karanik w..."
1403,"Czy szczepionka będzie nieskuteczna, jeśli nie przyjmie jej 1/3 populacji?",Fake News,Tytuł przytoczonego artykułu wprowadza w błąd. Szczepionka nadal będzie skuteczna dla pojedynczego człowieka. Jednak mały procent zaszczepionych nie uchroni nas jako społeczeństwa. Cytowany w tekście...
1404,Czy WHO i korporacje medyczne ukrywają istnienie tanich i skutecznych leków na COVID-19?,Fake News,"Nie jest prawdą, że jakieś instytucje ukrywają informacje o lekach mogących pomóc przy leczeniu COVID-19. Hydroksychlorochina (czyli wymieniony w przywołanym w zgłoszeniu w artykule Plaquenil) to lek..."
1405,Czy nasz układ immunologiczny jest przystosowany do zwalczania koronawirusa?,Prawda,"Na tak zadane pytanie należy odpowiedzieć: tak,nasz układ immunologiczny jest przystosowany do zwalczania koronawirusa, czego dowodem jest fakt, że nie wszyscy chorują na COVID-19, a znaczący procent ..."
1406,"Czy przypadek Izraela świadczy o tym, że w domu jest się łatwiej zarazić koronawirusem niż w miejscach publicznych?",Fake News,"Nie jest prawdą, że zgodnie z danymi pochodzącymi z raportu Knesetu, w Izraelu, do największej liczby zakażeń nowym koronawirusem dochodzi w domu. Izraelski dziennik „Haaretz”, w wydaniu z 7 lipca br..."
1407,Czy w Polsce jest nowa fala zachorowań na COVID-19?,Fake News,W Polsce nie ma żadnej „nowej fali zachorowań” na powodowaną przez koronawirusa SARS-CoV-2 chorobę COVID-19. Sytuacja epidemiczna jest stabilna od około trzech miesięcy z niewielką tendencją spadkową ...
1408,"Czy izraelskie służby monitorują rozprzestrzenianie koronawirusa za pomocą telefonów, bez wiedzy ich użytkowników?",Fake News,To fake news. W połowie marca izraelski parlament na oficjalnym posiedzeniu zatwierdził użycie danych pochodzących z telefonów komórkowych do wyłapywania osób potencjalnie narażonych na zakażenie koro...
1409,Czy w Kazachstanie rozwija się epidemia bardziej zabójcza niż koronawirus?,Nieweryfikowalny,Od początku czerwca w Kazachstanie notuje się wzrost zapadalności na zapalenie płuc. W oświadczeniu wydanym 10 lipca br. kazachskie ministerstwo zdrowia potwierdziło obecność„wirusowego zapalenia płuc...
1410,"Czy wiadomo, że przejście COVID-19 wywołuje fatalne powikłania w działaniu układu nerwowego?",Fake News,"Teza, iż badania naukowe nie pozostawiają wątpliwości w kwestii powiązania koronawirusa z powikłaniami neurologicznymi jest nieuzasadniona. Na obecnym etapie badań nad wirusem COVID-19 nie ma wiarygod..."
1411,Czy niemieckie wojsko poddaje ludzi w ich domach testom na koronawirusa?,Prawda,"W powiecie Guetersloh, w niemieckim kraju związkowym Nadrenia Północna-Westfalia faktycznie zaangażowano wojsko do pomocy w opanowaniu jednego z największych w ostatnim czasie ognisk zachorowań na COV..."
1412,Czy skutki przejścia COVID-19 mogą być odczuwane do końca życia?,Nieweryfikowalny,"Zbyt krótko znamy COVID-19, by móc przewidzieć długoterminowe skutki u osób, które go przeszły. Uderzającą cechą COVID-19 jest to, jak długo mogą utrzymywać się objawy. Na początku pandemii, wstępne ..."
1413,Czy nowy szczep koronawirusa jest bardziej zabójczy?,Fake News,"Nowy szczep koronawirusa SARS-CoV-2 nazwany D614G jest bardziej zakaźny niż pierwsze wykrywane odmiany, ale - jak podkreślają naukowcy - nie wiąże się z cięższym przebiegiem choroby COVID-19. Pisanie ..."
1414,"Czy w szwedzkich domach opieki dla osób starszych, w czasie pandemii stosowano ""aktywną eutanazję""?",Fake News,"Nie jest prawdą, że podopiecznych domów starców w Szwecji poddawano w trakcie pandemii eutanazji. A tak sugeruje zgłoszony tekst z portalu brulion24.pl, w którym czytamy, że w szwedzkich domach opieki..."
1415,Czy ponad 90 proc. Polaków jest za wprowadzeniem obowiązkowych szczepień na COVID-19?,Fake News,"Nie jest prawdą, że ponad 90 proc. Polaków jest za wprowadzaniem obowiązku zaszczepienia się na COVID-19. Zgłoszony do fackt checku materiał to jednozdaniowy wpis pochodzący z serwisu społecznościow..."
1416,Czy Polska przechodzi pandemię COVID-19 łagodniej?,Prawda,Polska ma jeden z niższych w Unii Europejskiej wskaźników zachorowań na Covid-19 i jeden z niższych wskaźników zgonów spowodowanych tą chorobą. W Polsce koronawirusa potwierdzono jak dotąd u 36 689 o...
1417,Czy Zuckerberg zarobił 30 mld USD na cenzurze treści przekazów o koronawirusie?,Fake News,"Wprowadzenie aplikacji zakupowej ""Shops"" i rosnące ceny akcji Facebooka - to m.in. te czynniki miały przyczynić się do wzrostu wartości majątku Marka Zuckerberga w okresie pandemii. Zgodnie z danymi ..."
1418,Czy wirus SARS-CoV2 może rozprzestrzeniać się na ponad 10 metrów.,Nieweryfikowalny,Nie można tego potwierdzić ani zaprzeczyć. Eksperci WHO nie uznali dowodów przedstawionych przez profesor Lidię Morawską za wystarczająco przekonujące. Dyrektor QUT International Laboratory for Air Q...
1419,Czy wirus rozprzestrzenił się w trakcie igrzysk wojskowych w Wuhan,Fake News,"Nie ma dowodów na to, że koronawirus rozprzestrzenił się podczas igrzysk sportowych w październiku 2019 w chińskim Wuhan. Zgłoszony do fact checku tekst należy traktować jako jedną z wielu powszechn..."
1420,Czy ONZ dąży do wprowadzenia 10-procentowego podatku na walkę z kryzysem wywołanym przez pandemię SARS-CoV-2?,Fake News,Organizacja Narodów Zjednoczonych nie ogłosiła planów wprowadzenia 10-procentowego podatku na walkę z kryzysem spowodowanym pandemią koronawirusa. ONZ sformułował rekomendacje dotyczące wartości pakie...
1421,Czy przez niezrównoważone rolnictwo i globalne ocieplenie grożą nam epidemie chorób odzwierzęcych?,Prawda,"Groźba wybuchu nowych epidemii wywołanych przez choroby odzwierzęce będzie wzrastała, jeśli ludzkość nie skupi się poważnie się na ochronie środowiska - wynika z dwóch raportów naukowych, które opubl..."
1422,Czy na początku lipca koronawirus przypuścił w Polsce zmasowany atak?,Fake News,"Teza o tym, iż na początku lipca koronawirus przepuścił w Polsce zmasowany atak jest nieuprawniona. Zdaniem autorki artykułu na stronie www.planeta.pl wirus „wściekle atakuje nie do końca świadomych t..."
1423,Czy banki nie potrzebują już gotówki?,Prawda,"Rafał Bogusławski z Analizy.pl zasugerował, że banki nie potrzebują już gotówki. Postawił taką tezę w swojej analizie chcąc uwypuklić obecne zmiany na rynku i spowodowaną pandemią sytuację ekonomiczną..."
1424,Nadinterpretacja raportu ekonomicznego ING,Fake News,"Petycja akcjademokracja.pl nie ma pokrycia w źródłowym raporcie ING, który omawiał wpływ gospodarczych programów wyborczych kandydatów na Prezydenta na saldo budżetowe naszego kraju. Grupą docelową ra..."
1425,"Czy można powiedzieć, że Czesi ""zakończyli"" pandemię koronawirusa?",Fake News,"Nie można twierdzić, że Czesi zakończyli pandemię. Ograniczono obostrzenia, jak w wielu innych krajach, lecz nie zrezygnowano z nich. Obowiązek noszenia maseczek zniesiono z dniem 1 lipca, z wyjątki..."
1426,"Czy w Polsce wprowadzono nakaz kremacji osób zmarłych na COVID-19, by ukryć rzeczywistą przyczynę zgonu?",Fake News,W Polsce nie wprowadzono obowiązku kremacji zmarłych na COVID-19. Postępowanie w sprawie pochówku tych osób określa rozporządzenie Ministra Zdrowia z dn. 3 kwietnia 2020 r. Żaden z obowiązujących prze...
1427,Czy koronawirus powstał w tajnym amerykańskim laboratorium na Ukrainie?,Fake News,"Nie istnieją dowody naukowe potwierdzające, że koronawirus wywołujący chorobę COVID-19 został opracowany w laboratorium. Większość badaczy oraz Światowa Organizacja Zdrowia zaprzecza takiej możliwości..."
1428,Czy jad pszczeli zabija koronawirusa?,Nieweryfikowalny,"Nie ma obecnie badań, które by potwierdzały, że jad pszczeli zabija koronawirusa. Chińscy lekarze Wei Yang, Fu-liang Hu, Xiao-feng Xu opublikowali w czasopiśmie Toxicon list, w którym dzielą się swoi..."
1429,Czy jeszcze nigdy nie było drugiej fali w przypadku epidemii?,Fake News,"Choć twierdzenie, że poprzednie pandemie charakteryzowały się rozłożonymi na miesiące falami aktywności budzi wątpliwości naukowców, kolejne fazy epidemii są faktem. W artykule na temat faz pandemii ..."
1430,Czy dla przeciętnie zdrowych młodych ludzi koronawirus jest niegroźny?,Fake News,"Nieprawdą jest że dla młodych, zdrowych ludzi COVID-19 jest niegroźny. W przytoczonym tekście autor twierdzi że „Podawane oficjalnie dane mówią, że we wszystkich przypadkach były to osoby w podeszły..."
1431,"Czy epidemia wygasa tak szybko, że szczepionka może nie zdążyć powstać?",Fake News,"Na świecie jest obecnie niemal 4,4 mln chorych na COVID-19, a krzywa zachorowań wciąż pnie się do góry. Stwierdzenie, że „epidemia wygasa tak szybko, że szczepionka może nie zdążyć powstać” jest więc ..."
1432,"Czy koronawirus, który wywołał obecną pandemię został opracowany przez amerykańskich i chińskich naukowców?",Fake News,"Nie istnieją dowody naukowe potwierdzające, że koronawirus wywołujący chorobę COVID-19 został opracowany w laboratorium. Większość badaczy oraz Światowa Organizacja Zdrowia zaprzecza takiej możliwości..."
1433,Czy kryzys związany z pandemią w większym stopniu dotyka pod względem bezrobocia kobiet?,Fake News,"Zmiany na rynku pracy w związku z epidemią bardziej dotknęły mężczyzn – podało pod koniec czerwca Ministerstwo Rodziny, Pracy i Polityki Społecznej na wortalu Publicznych Służb Zatrudnienia. Działani..."
1434,Czy rząd światowy chce za pomocą koronawirusa zredukować populację świata o 90 procent?,Fake News,"Nie ma żadnych naukowych i potwierdzonych rzetelnymi źródłami dowodów, że koronawirus to narzędzie „rządu światowego” do redukcji populacji świata o 90 proc. Wideo, w którym stawiane są powyższe tez..."
1435,"Czy kryzys koronawirusowy wywołano sztucznie, aby wprowadzać totalitarne rozwiązania i łamać prawo?",Fake News,Kryzysu spowodowanego koronawirusem nie wywołano sztucznie. Jest on następstwem wprowadzenia przez rządy państw na całym świecie obostrzeń i zasad dystansu społecznego mających na celu zahamowanie tem...
1436,Czy śmiertelność na COVID-19 była we Włoszech tak wysoka za sprawą wprowadzonego tam programu szczepień Gatesa?,Fake News,"1. Włochy nie wprowadziły żadnego „programu szczepień Gatesa”. 2. Nie wiadomo, dlaczego Włochy borykały się ze stosunkowo wysoką śmiertelnością z powodu COVID-19. Naukowcy badają kilka hipotez, mogąc..."
1437,Czy koronawirus przeskoczył z nietoperzy na ludzi za pośrednictwem bezpańskich psów?,Nieweryfikowalny,"Do tej pory nie ma wystarczających dowodów naukowych, aby zidentyfikować źródło SARS-CoV-2 lub wyjaśnić pierwotną drogę przenoszenia na ludzi – wskazuje Światowa Organizacja Zdrowia Zwierząt. Doniesi..."
1438,"Czy koronawirus, który wywołał obecną pandemię został opracowany przez naukowców?",Fake News,"Nie istnieją dowody naukowe potwierdzające, że koronawirus wywołujący chorobę COVID-19 został opracowany w laboratorium. Większość badaczy oraz Światowa Organizacja Zdrowia zaprzecza takiej możliwości..."
1439,Czy w Szwecji starszym mieszkańcom domów opieki ze stwierdzonym COVID-19 oferuje się tylko opiekę paliatywną?,Nieweryfikowalny,"Nie można jednoznacznie stwierdzić, czy w szwedzkich domach opieki seniorom chorym na COVID-19 oferowana jest wyłącznie opieka paliatywna oparta m.in. na podawaniu morfiny. Natomiast o takich praktyka..."
1440,Czy Latynosi są bardziej podatni na COVID-19?,Nieweryfikowalny,"Badanie, na które powołują się autorzy tekstu nie stwierdza jednoznacznie, że Latynosi jako grupa etniczna są bardziej narażeni na COVID-19. Próbki do badania pobrano w okresie od 11 marca 2020 r. do..."
1441,Czy zasada zachowania dystansu została wymyślona przez CIA?,Fake News,"Nie jest prawdą, że zasada utrzymywania fizycznego dystansu do innych osób, chroniąca przed zakażeniem, została wymyślona przez CIA. A taką tezę zawiera zgłoszony tekst z portalu wykop.pl Wyżej wspo..."
1442,"Czy jesienią w USA ruszy trójstopniowy system represji, mający na celu zmuszenie wszystkich obywateli do zaszczepienia się?",Fake News,"Onkolog Leonard Coldwell twierdzi, że Amerykanie będą musieli przejść obowiązkowe szczepienie przeciwko COVID-19. A to nieprawda. Naukowiec podkreśla w swojej wypowiedzi udostępnionej na kanale Y..."
1443,"Czy ofiary wypadków klasyfikuje się jako osoby, które zmarły na COVID-19?",Fake News,"Nie. W Polsce obowiązują wytyczne, które precyzyjnie określają, w jaki sposób przedstawiciele służby zdrowia mają klasyfikować zgony jako te spowodowane COVID-19. Wśród tych przepisów są m.in. wytycz..."
1444,"Czy w 2015 r. Barack Obama zapewnił fundusze instytutowi w Wuhan, by ten zainicjował pandemię wirusa w roku wyborczym?",Fake News,"Stwierdzenie opiera się na ukazanej w nagraniu publikacji brytyjskiego tabloidu ""Daily Mail"", która rzekomo ma ujawniać, iż amerykański rząd przekazał Wuhańskiemu Instytutowi Wirusologii grant w wysok..."
1445,"Czy UNFPA rzeczywiście uważa, że skutkiem lock downu może być lawina nieplanowanych ciąż?",Prawda,"Tak, Fundusz Ludnościowy Narodów Zjednoczonych (UNFPA) będący agendą ONZ opublikował 28 kwietnia komunikat, w którym ocenia, że wywołany pandemią koronawirusa lockdown może być przyczyną 7 milionów ni..."
1446,Czy świńska grypa G4 zagraża pandemią?,Nieweryfikowalny,"Nie można jednoznacznie stwierdzić że pojawienie się wirusa świńskiej grypy (G4 EA H1N1) grozi wybuchem pandemii. Wirus grypy zidentyfikowany u świń w Chinach ma niepokojącą mieszankę genów, ale eksp..."
1447,Czy nad Bałtykiem w Polsce doszło do znaczącego wzrostu zakażeń koronawirusem SARS-CoV-2?,Fake News,"Media informują na razie tylko o pojedynczych przypadkach zakażeń nad Bałtykiem, wiadomości o „szalejącym wirusie” nie potwierdzają oficjalne statystyki. Nie ma alarmujących liczb, zatem nie ma uzasad..."
1448,Czy noszenie maseczek może ułatwić zakażenie koronawirusem zamiast przed nim chronić?,Fake News,"Nie jest prawdą, że zabezpieczanie twarzy maseczką w przestrzeni publicznej może zwiększyć ryzyko infekcji. Choć popularne maski z tkaniny nie chronią w stu procentach przed zakażeniem koronawirusem, ..."
1449,"Czy były premier Wielkiej Brytanii Gordon Brown wezwał do utworzenia globalnego rządu, który poradziłby sobie z pandemią koronawirusa?",Fake News,"Były brytyjski premier Gordon Brown wezwał światowych liderów do podjęcia skoordynowanej, globalnej reakcji na pandemię Covid-19. Teza zawarta w zgłoszonym tekście, o wezwaniu do utworzenia globalnego..."
